-D.D.Eisenhower; ""How weary, flat, stale, and unprofitable / Seem to me all the uses of this world""-Shakespeare",
198750,02804162,a,10,"of or relating to the wrist: ""Carpal tunnel syndrome""",2233
198754,02804720,a,10,"relating to or denoting or characteristic of Catalonia or its inhabitants: ""Catalan independence movement""","1820,2772"
198759,02805532,a,10,"of or relating to or producing fruit of the plants of the genus Citrus: ""the citrus production of Florida""","1957,2172"
198765,02806403,a,10,"of or relating to or characteristic of the Congo region or its people: ""Congolese rulers""; ""the Congolese republic""","1820,2772"
198781,02808671,a,10,"of or relating to Cyprus or its people or culture: ""Cypriot expatriates""; ""Cypriote monasteries""",2772
198791,02809950,a,10,"relating to or having the power to cause or promote digestion: ""digestive juices""; ""a digestive enzyme""; ""digestive ferment""",2158
198796,02810689,a,10,"drawing from or characterized by participation of two or more fields of study: ""interdisciplinary studies""; ""an interdisciplinary conference""",
198800,02811328,a,10,"of or relating to or provided in a domicile: ""domiciliary medical care""; ""domiciliary caves""",2415
198805,02811966,a,10,"of or relating to or characteristic of the era of Edward VII in England: ""Edwardian furniture""",2768
198811,02812622,a,10,"of or relating to the biological science of entomology: ""entomological research""",2158
198815,02813130,a,10,"of or relating to or characteristic of Eritrea or its people: ""Eritrean civil war""","1820,2772"
198552,02778169,a,10,"having shoulders or shoulders as specified; usually used as a combining form: ""stoop-shouldered""; ""broad-shouldered""",2233
198726,02800943,a,10,"bearing or characterized by a blade or sword; often used in combination: ""he fought on, broken-bladed but unbowed""",1781
198771,02807274,a,10,"of or relating to or characteristic of native-born persons of French descent in Louisiana; ""Creole cooking""",2772
198453,02766109,a,10,"relating to or affected by an abnormal collection of blood or other fluid: ""congestive heart desease""",2232
198870,02821098,a,10,"of or relating to the former Indo-European people; ""Indo-European migrations""",1675
198881,02822643,a,10,"of or relating to Jamaica (the island or the country) or to its inhabitants; ""Jamaican rum""; ""the Jamaican Prime Minister""","1820,2772"
198833,02815823,a,10,"of or relating to or characteristic of the American state of Georgia or its inhabitants: ""the Georgian state capital is Atlanta""; ""Georgian peach farmers""","1820,2772"
198839,02816858,a,10,"of or pertaining to or characteristic of the style of William S Gilbert: ""Gilbertian libretti""",2657
198848,02818040,a,10,"of or relating to or characteristic of Grenada or its inhabitants: ""the Grenadian capital""","1820,2772"
198854,02818850,a,10,"of or relating to or characteristic of the republic of Haiti or its people: ""Haitian shantytowns""","1820,2772"
198862,02819995,a,10,"relating to or characteristic of Homer or his age or the works attributed to him: ""Homeric Greek""","2657,2768,2772"
198869,02820955,a,10,"of or relating to imperialism: ""imperialistic wars""",
198876,02821981,a,10,"of or relating to the Italic languages: ""ancient Italic dialects""",1969
198887,02823664,a,10,"of or pertaining to or characteristic of or resembling the planet Jupiter: ""Jovian satellites""",2076
198892,02824403,a,10,"of or relating to the kingdom of Kuwait or its people: ""Kuwaiti ports""","1820,2772"
198899,02825362,a,10,"relating to languages derived from Latin: ""Romance languages""",1969
198904,02825981,a,10,"of or relating to the Levant or its inhabitants: ""the Levantine coast""",2772
198908,02826496,a,10,"relating to or characteristic of the imaginary country of Lilliput: ""the Lilliputian population""","1566,2657"
198914,02827327,a,10,"of or relating to Machiavelli or the principles of conduct he recommended: ""Machiavellian thinking""","1718,2657,2768"
198926,02829283,a,10,"of or related to the island or country of Mauritius or its inhabitants: ""Mauritanian tropical fish""","1820,2772"
198927,02829506,a,10,"of or relating to a mayor or the office of mayor: ""mayoral elections""","1707,1718,1820,2516"
198928,02829629,a,10,"of or relating to or characteristic of or located near the Mediterranean Sea: ""Mediterranean countries""","2121,2772"
198937,02830840,a,10,"having received a methyl group: ""methylated alcohol""",2111
198940,02831203,a,10,"of or relating to the region of Mongolia or its people or their languages or cultures: ""the Mongol invaders""; ""a Mongolian pony""; ""Mongolian syntax strongly resembles Korean syntax""",2772
198947,02832322,a,10,"relating to or characteristic of the Moors: ""Moorish architecture""",1565
198953,02833093,a,10,"relating to or belonging to or resembling Neanderthal man: ""Neanderthal skull""","2158,2188,2516"
198961,02834325,a,10,"of or relating to Nicaragua or is people: ""Nicaraguan earthquakes""","1820,2772"
198964,02834760,a,10,"of or relating to or constituting the Nilotic group of languages: ""Nilotic syntax""",1969
198970,02835568,a,10,"of or relating to or constituting the Scandinavian group of languages: ""Nordic languages have a gender system""",1969
198984,02837469,a,10,"of or relating to or employed in orthopedics: ""orthopedic shoes""",2232
198985,02837655,a,10,"pertaining to or concerning the outdoors or outdoor activities: ""outdoor education is the area of teacher training concerned with training for outdoor activities""""",
198987,02838061,a,10,"of or pertaining to or characteristic of Oxford University: ""Oxonian education""","1820,1922,2415,2772"
198988,02838194,a,10,"of or relating to Pakistan or its people or language: ""Pakistani mountain passes""; ""Pakistani soldiers""","1820,2772"
198995,02839179,a,10,"pertaining to Parthia or its people or language or culture: ""Parthian archeology""",2772
199010,02841271,a,10,"composing or characteristic of an orchestral group: ""philharmonic players""",2536
199027,02843417,a,10,"of or relating to a Roman praetor: ""praetorial powers""","1802,1820"
199032,02844223,a,10,"of or relating to or resembling or constituting a prism: ""prismatic form""",2102
199038,02844969,a,10,"intended for use in a procession: ""processional music""; ""processional cross""",
199044,02845695,a,10,"of or relating to or characteristic of Prussia or its inhabitants: ""Prussian officers""; ""Prussian aristocracy""","1820,2772"
199048,02846214,a,10,"of or relating to or characteristic of ancient Carthage or its people or their language: ""the Punic Wars""; ""Carthaginian peace""","1718,2772"
199062,02848256,a,10,"of or relating to or characteristic of Francois Rabelais or his works: ""Rabelaisian characters""",2425
198977,02836530,a,10,"(grammar) relating to a mood of verbs in some languages; ""optative verb endings""",1974
198998,02839610,a,10,"(Romance languages) relating to or denoting a part of a whole or a quantity that is less than the whole; ""a partitive construction""",1974
199019,02842322,a,10,"(linguistics) of or relating to the pat perfect tense of verbs; ""pluperfect endings""",1974
199053,02846926,a,10,"of or relating to or resembling Pyrrhus or his exploits (especially his sustaining staggering losses in order to defeat the Romans); ""a Pyrrhic victory""",2768
199067,02848967,a,10,"(law) entitled to the residue of an estate (after payment of debts and specific gifts); ""the residuary part of the estate""; ""the residuary beneficiary""",1802
198829,02815252,a,10,"of or pertaining to Gaul or the Gauls: ""Ancient Gallic dialects""; ""Gallic migrations""; ""the Gallic Wars""",2772
199093,02852727,a,10,"of or relating to or characteristic of the early Saxons or Anglo-Saxons and their descendents (especially the English or Lowland Scots) and their language; ""Saxon princes""; ""for greater clarity choose a plain Saxon term instead of a latinate one""",2772
199114,02856187,a,10,"of or relating to Sri Lanka (formerly Ceylon) or its people or culture; ""Sri Lankan beaches""; ""Sri Lankan forces fighting the Sinhalese rebels""",2772
199087,02851800,a,10,"of or relating to Samoa or its people or language or culture: ""Samoan fishing industry""","1820,2772"
199091,02852394,a,10,"of or relating to Saudi Arabia or its people: ""the Saudi-Arabian desert""; ""the Saudi Royal family""","1820,2772"
199105,02854550,a,10,"of or relating to Thailand or its peoples or languages or culture: ""Siamese kings""; ""Different Thai tribes live in the North of the country""; ""the Thai border with Laos""","1820,2772"
199108,02855209,a,10,"of or relating to or characteristic of Siberia or the Siberians: ""Siberian natural resources""; ""Siberian coal miners""; ""the Siberian tundra""","1820,2772"
199109,02855404,a,10,"of or relating to Sierra Leone or its people: ""Sierra Leonian politics""","1820,2772"
199110,02855536,a,10,"of or relating to the city of Singapore: ""the Singaporean main street""","1820,2772"
199119,02856980,a,10,"relating to or characterized by spasm: ""a spastic colon""; ""spastic paralysis is a spastic form of cerebral palsy""",2232
199135,02859234,a,10,"of or relating to a speaker of the Tamil language or the language itself: ""the Tamil Tigers are fighting the Sinhalese in Sri Lanka""; ""Tamil agglutinative phrases""","1675,1969,2772"
